code,name,value
us-mn-073,"Lac qui Parle County, MN",0.0
us-mn-075,"Lake County, MN",0.0
us-mn-077,"Lake of the Woods County, MN",50.0
us-mn-079,"Le Sueur County, MN",17.0
us-mn-081,"Lincoln County, MN",0.0
us-mn-083,"Lyon County, MN",14.0
us-mn-085,"McLeod County, MN",0.0
us-mn-087,"Mahnomen County, MN",50.0
us-mn-089,"Marshall County, MN",0.0
us-mn-091,"Martin County, MN",33.0
us-mn-093,"Meeker County, MN",17.0
us-mn-095,"Mille Lacs County, MN",14.0
us-mn-097,"Morrison County, MN",38.0
us-mn-099,"Mower County, MN",9.0
us-mn-101,"Murray County, MN",0.0
us-mn-103,"Nicollet County, MN",29.0
us-mn-105,"Nobles County, MN",17.0
us-mn-107,"Norman County, MN",33.0
us-mn-109,"Olmsted County, MN",6.0
us-mn-111,"Otter Tail County, MN",18.0
us-mn-113,"Pennington County, MN",20.0
us-mn-115,"Pine County, MN",38.0
us-mn-117,"Pipestone County, MN",0.0
us-mn-119,"Polk County, MN",50.0
us-mn-121,"Pope County, MN",0.0
us-mn-123,"Ramsey County, MN",7.0
us-mn-125,"Red Lake County, MN",50.0
us-mn-127,"Redwood County, MN",50.0
us-mn-129,"Renville County, MN",0.0
us-mn-131,"Rice County, MN",0.0
us-mn-133,"Rock County, MN",33.0
us-mn-135,"Roseau County, MN",20.0
us-mn-137,"St. Louis County, MN",24.0
us-mn-139,"Scott County, MN",0.0
us-mn-141,"Sherburne County, MN",9.0
us-mn-143,"Sibley County, MN",0.0
us-mn-145,"Stearns County, MN",17.0
us-mn-147,"Steele County, MN",0.0
us-mn-149,"Stevens County, MN",0.0
us-mn-151,"Swift County, MN",0.0
us-mn-153,"Todd County, MN",62.0
us-mn-155,"Traverse County, MN",0.0
us-mn-157,"Wabasha County, MN",17.0
us-mn-159,"Wadena County, MN",0.0
us-mn-161,"Waseca County, MN",40.0
us-mn-163,"Washington County, MN",6.0
us-mn-165,"Watonwan County, MN",0.0
us-mn-167,"Wilkin County, MN",0.0
us-mn-169,"Winona County, MN",0.0
us-mn-171,"Wright County, MN",0.0
us-mn-173,"Yellow Medicine County, MN",0.0
us-ms-001,"Adams County, MS",44.0
us-ms-003,"Alcorn County, MS",29.0
us-ms-005,"Amite County, MS",100.0
us-ms-007,"Attala County, MS",33.0
us-ms-009,"Benton County, MS",100.0
us-ms-011,"Bolivar County, MS",50.0
us-ms-013,"Calhoun County, MS",0.0
us-ms-015,"Carroll County, MS",50.0
us-ms-017,"Chickasaw County, MS",25.0
us-ms-019,"Choctaw County, MS",0.0
us-ms-021,"Claiborne County, MS",33.0
us-ms-023,"Clarke County, MS",25.0
us-ms-025,"Clay County, MS",40.0
us-ms-027,"Coahoma County, MS",29.0
us-ms-029,"Copiah County, MS",67.0
us-ms-031,"Covington County, MS",0.0
us-ms-033,"DeSoto County, MS",12.0
us-ms-035,"Forrest County, MS",29.0
us-ms-037,"Franklin County, MS",0.0
us-ms-039,"George County, MS",20.0
us-ms-041,"Greene County, MS",50.0
us-ms-043,"Grenada County, MS",20.0
us-ms-045,"Hancock County, MS",57.0
us-ms-047,"Harrison County, MS",33.0
us-ms-049,"Hinds County, MS",31.0
us-ms-051,"Holmes County, MS",60.0
us-ms-053,"Humphreys County, MS",33.0
us-ms-055,"Issaquena County, MS",100.0
us-ms-057,"Itawamba County, MS",20.0
us-ms-059,"Jackson County, MS",18.0
us-ms-061,"Jasper County, MS",0.0
us-ms-063,"Jefferson County, MS",50.0
us-ms-065,"Jefferson Davis County, MS",67.0
us-ms-067,"Jones County, MS",29.0
us-ms-069,"Kemper County, MS",50.0
us-ms-071,"Lafayette County, MS",40.0
us-ms-073,"Lamar County, MS",12.0
us-ms-075,"Lauderdale County, MS",32.0
us-ms-077,"Lawrence County, MS",33.0
us-ms-079,"Leake County, MS",60.0
us-ms-081,"Lee County, MS",26.0
us-ms-083,"Leflore County, MS",62.0
us-ms-085,"Lincoln County, MS",50.0
us-ms-087,"Lowndes County, MS",7.0
us-ms-089,"Madison County, MS",14.0
us-ms-091,"Marion County, MS",67.0
us-ms-093,"Marshall County, MS",33.0
us-ms-095,"Monroe County, MS",22.0
us-ms-097,"Montgomery County, MS",100.0
us-ms-099,"Neshoba County, MS",0.0
us-ms-101,"Newton County, MS",40.0
us-ms-103,"Noxubee County, MS",67.0
us-ms-105,"Oktibbeha County, MS",62.0
us-ms-107,"Panola County, MS",33.0
us-ms-109,"Pearl River County, MS",22.0
us-ms-111,"Perry County, MS",33.0
us-ms-113,"Pike County, MS",25.0
us-ms-115,"Pontotoc County, MS",0.0
us-ms-117,"Prentiss County, MS",20.0
us-ms-119,"Quitman County, MS",33.0
us-ms-121,"Rankin County, MS",19.0
us-ms-123,"Scott County, MS",50.0
us-ms-125,"Sharkey County, MS",50.0
us-ms-127,"Simpson County, MS",40.0
us-ms-129,"Smith County, MS",33.0
us-ms-131,"Stone County, MS",33.0
us-ms-133,"Sunflower County, MS",43.0
us-ms-135,"Tallahatchie County, MS",50.0
us-ms-137,"Tate County, MS",40.0
us-ms-139,"Tippah County, MS",25.0
us-ms-141,"Tishomingo County, MS",0.0
us-ms-143,"Tunica County, MS",67.0
us-ms-145,"Union County, MS",33.0
us-ms-147,"Walthall County, MS",0.0
us-ms-149,"Warren County, MS",25.0
us-ms-151,"Washington County, MS",37.0
us-ms-153,"Wayne County, MS",25.0
us-ms-155,"Webster County, MS",0.0
us-ms-157,"Wilkinson County, MS",100.0
us-ms-159,"Winston County, MS",80.0
us-ms-161,"Yalobusha County, MS",33.0
us-ms-163,"Yazoo County, MS",67.0
us-mo-001,"Adair County, MO",14.0
us-mo-003,"Andrew County, MO",0.0
us-mo-005,"Atchison County, MO",0.0
us-mo-007,"Audrain County, MO",14.0
us-mo-009,"Barry County, MO",29.0
us-mo-011,"Barton County, MO",67.0
us-mo-013,"Bates County, MO",25.0
us-mo-015,"Benton County, MO",33.0
us-mo-017,"Bollinger County, MO",67.0
us-mo-019,"Boone County, MO",17.0
us-mo-021,"Buchanan County, MO",20.0
us-mo-023,"Butler County, MO",40.0
us-mo-025,"Caldwell County, MO",50.0
us-mo-027,"Callaway County, MO",12.0
us-mo-029,"Camden County, MO",18.0
us-mo-031,"Cape Girardeau County, MO",6.0
us-mo-033,"Carroll County, MO",0.0
us-mo-035,"Carter County, MO",50.0
us-mo-037,"Cass County, MO",25.0
us-mo-039,"Cedar County, MO",67.0
us-mo-041,"Chariton County, MO",0.0
us-mo-043,"Christian County, MO",0.0
us-mo-045,"Clark County, MO",0.0
us-mo-047,"Clay County, MO",16.0
us-mo-049,"Clinton County, MO",25.0
us-mo-051,"Cole County, MO",7.0
us-mo-053,"Cooper County, MO",0.0
us-mo-055,"Crawford County, MO",33.0
us-mo-057,"Dade County, MO",50.0
us-mo-059,"Dallas County, MO",67.0
us-mo-061,"Daviess County, MO",0.0
us-mo-063,"DeKalb County, MO",0.0
us-mo-065,"Dent County, MO",25.0
us-mo-067,"Douglas County, MO",100.0
us-mo-069,"Dunklin County, MO",40.0
us-mo-071,"Franklin County, MO",12.0
us-mo-073,"Gasconade County, MO",0.0
us-mo-075,"Gentry County, MO",0.0
us-mo-077,"Greene County, MO",18.0
us-mo-079,"Grundy County, MO",50.0
us-mo-081,"Harrison County, MO",67.0
us-mo-083,"Henry County, MO",17.0
us-mo-085,"Hickory County, MO",33.0
us-mo-087,"Holt County, MO",33.0
us-mo-089,"Howard County, MO",33.0
us-mo-091,"Howell County, MO",38.0
us-mo-093,"Iron County, MO",25.0
us-mo-095,"Jackson County, MO",17.0
us-mo-097,"Jasper County, MO",27.0
us-mo-099,"Jefferson County, MO",19.0
us-mo-101,"Johnson County, MO",22.0
us-mo-103,"Knox County, MO",0.0
us-mo-105,"Laclede County, MO",83.0
us-mo-107,"Lafayette County, MO",14.0
us-mo-109,"Lawrence County, MO",29.0
us-mo-111,"Lewis County, MO",25.0
us-mo-113,"Lincoln County, MO",0.0
us-mo-115,"Linn County, MO",20.0
us-mo-117,"Livingston County, MO",0.0
us-mo-119,"McDonald County, MO",25.0
us-mo-121,"Macon County, MO",40.0
us-mo-123,"Madison County, MO",67.0
us-mo-125,"Maries County, MO",0.0
us-mo-127,"Marion County, MO",25.0
us-mo-129,"Mercer County, MO",50.0
us-mo-131,"Miller County, MO",0.0
us-mo-133,"Mississippi County, MO",0.0
us-mo-135,"Moniteau County, MO",0.0
us-mo-137,"Monroe County, MO",0.0
us-mo-139,"Montgomery County, MO",50.0
us-mo-141,"Morgan County, MO",0.0
us-mo-143,"New Madrid County, MO",17.0
us-mo-145,"Newton County, MO",17.0
us-mo-147,"Nodaway County, MO",40.0
us-mo-149,"Oregon County, MO",100.0
us-mo-151,"Osage County, MO",0.0
us-mo-153,"Ozark County, MO",100.0
us-mo-155,"Pemiscot County, MO",33.0
us-mo-157,"Perry County, MO",0.0
us-mo-159,"Pettis County, MO",18.0
us-mo-161,"Phelps County, MO",30.0
us-mo-163,"Pike County, MO",40.0
us-mo-165,"Platte County, MO",0.0
us-mo-167,"Polk County, MO",0.0
us-mo-169,"Pulaski County, MO",11.0
us-mo-171,"Putnam County, MO",50.0
us-mo-173,"Ralls County, MO",0.0
us-mo-175,"Randolph County, MO",33.0
us-mo-177,"Ray County, MO",25.0
us-mo-179,"Reynolds County, MO",50.0
us-mo-181,"Ripley County, MO",75.0
us-mo-183,"St. Charles County, MO",0.0
us-mo-185,"St. Clair County, MO",0.0
us-mo-186,"Ste. Genevieve County, MO",25.0
us-mo-187,"St. Francois County, MO",27.0
us-mo-189,"St. Louis County, MO",11.0
us-mo-195,"Saline County, MO",12.0
us-mo-197,"Schuyler County, MO",100.0
us-mo-199,"Scotland County, MO",0.0
us-mo-201,"Scott County, MO",40.0
us-mo-203,"Shannon County, MO",50.0
us-mo-205,"Shelby County, MO",33.0
us-mo-207,"Stoddard County, MO",0.0
us-mo-209,"Stone County, MO",0.0
us-mo-211,"Sullivan County, MO",33.0
us-mo-213,"Taney County, MO",40.0
us-mo-215,"Texas County, MO",50.0
us-mo-217,"Vernon County, MO",67.0
us-mo-219,"Warren County, MO",20.0
us-mo-221,"Washington County, MO",60.0
us-mo-223,"Wayne County, MO",75.0
us-mo-225,"Webster County, MO",0.0
us-mo-227,"Worth County, MO",0.0
us-mo-229,"Wright County, MO",50.0
us-mo-510,"St. Louis city, MO",
us-mt-001,"Beaverhead County, MT",67.0
us-mt-003,"Big Horn County, MT",80.0
us-mt-005,"Blaine County, MT",25.0
us-mt-007,"Broadwater County, MT",0.0
us-mt-009,"Carbon County, MT",20.0
us-mt-011,"Carter County, MT",0.0
us-mt-013,"Cascade County, MT",14.0
us-mt-015,"Chouteau County, MT",50.0
us-mt-017,"Custer County, MT",17.0
us-mt-019,"Daniels County, MT",0.0
us-mt-021,"Dawson County, MT",0.0
us-mt-023,"Deer Lodge County, MT",0.0
us-mt-025,"Fallon County, MT",0.0
us-mt-027,"Fergus County, MT",0.0
us-mt-029,"Flathead County, MT",11.0
us-mt-031,"Gallatin County, MT",0.0
us-mt-033,"Garfield County, MT",0.0
us-mt-035,"Glacier County, MT",75.0
us-mt-037,"Golden Valley County, MT",100.0
us-mt-039,"Granite County, MT",0.0
us-mt-041,"Hill County, MT",17.0
us-mt-043,"Jefferson County, MT",0.0
us-mt-045,"Judith Basin County, MT",0.0
us-mt-047,"Lake County, MT",12.0
us-mt-049,"Lewis and Clark County, MT",7.0
us-mt-051,"Liberty County, MT",0.0
us-mt-053,"Lincoln County, MT",40.0
us-mt-055,"McCone County, MT",0.0
us-mt-057,"Madison County, MT",0.0
us-mt-059,"Meagher County, MT",100.0
us-mt-061,"Mineral County, MT",50.0
us-mt-063,"Missoula County, MT",10.0
us-mt-065,"Musselshell County, MT",0.0
us-mt-067,"Park County, MT",17.0
us-mt-069,"Petroleum County, MT",0.0
us-mt-071,"Phillips County, MT",0.0
us-mt-073,"Pondera County, MT",50.0
us-mt-075,"Powder River County, MT",0.0
us-mt-077,"Powell County, MT",0.0
us-mt-079,"Prairie County, MT",100.0
us-mt-081,"Ravalli County, MT",10.0
us-mt-083,"Richland County, MT",0.0
us-mt-085,"Roosevelt County, MT",33.0
us-mt-087,"Rosebud County, MT",25.0
us-mt-089,"Sanders County, MT",67.0
us-mt-091,"Sheridan County, MT",0.0
us-mt-093,"Silver Bow County, MT",12.0
us-mt-095,"Stillwater County, MT",0.0
us-mt-097,"Sweet Grass County, MT",0.0
us-mt-099,"Teton County, MT",0.0
us-mt-101,"Toole County, MT",0.0
us-mt-103,"Treasure County, MT",100.0
us-mt-105,"Valley County, MT",0.0
us-mt-107,"Wheatland County, MT",100.0
us-mt-109,"Wibaux County, MT",0.0
us-mt-111,"Yellowstone County, MT",6.0
us-ne-001,"Adams County, NE",22.0
us-ne-003,"Antelope County, NE",0.0
us-ne-005,"Arthur County, NE",100.0
us-ne-007,"Banner County, NE",0.0
us-ne-009,"Blaine County, NE",0.0
us-ne-011,"Boone County, NE",0.0
us-ne-013,"Box Butte County, NE",33.0
us-ne-015,"Boyd County, NE",0.0
us-ne-017,"Brown County, NE",0.0
us-ne-019,"Buffalo County, NE",9.0
us-ne-021,"Burt County, NE",0.0
us-ne-023,"Butler County, NE",0.0
us-ne-025,"Cass County, NE",0.0
us-ne-027,"Cedar County, NE",0.0
us-ne-029,"Chase County, NE",0.0
us-ne-031,"Cherry County, NE",0.0
us-ne-033,"Cheyenne County, NE",0.0
us-ne-035,"Clay County, NE",0.0
us-ne-037,"Colfax County, NE",33.0
us-ne-039,"Cuming County, NE",0.0
us-ne-041,"Custer County, NE",25.0
us-ne-043,"Dakota County, NE",0.0
us-ne-045,"Dawes County, NE",0.0
us-ne-047,"Dawson County, NE",14.0
us-ne-049,"Deuel County, NE",0.0
us-ne-051,"Dixon County, NE",0.0
us-ne-053,"Dodge County, NE",11.0
us-ne-055,"Douglas County, NE",8.0
us-ne-057,"Dundy County, NE",0.0
us-ne-059,"Fillmore County, NE",0.0
us-ne-061,"Franklin County, NE",0.0
us-ne-063,"Frontier County, NE",0.0
us-ne-065,"Furnas County, NE",100.0
us-ne-067,"Gage County, NE",0.0
us-ne-069,"Garden County, NE",0.0
us-ne-071,"Garfield County, NE",0.0
us-ne-073,"Gosper County, NE",0.0
us-ne-075,"Grant County, NE",100.0
us-ne-077,"Greeley County, NE",0.0
us-ne-079,"Hall County, NE",29.0
us-ne-081,"Hamilton County, NE",0.0
us-ne-083,"Harlan County, NE",0.0
us-ne-085,"Hayes County, NE",0.0
us-ne-087,"Hitchcock County, NE",0.0
us-ne-089,"Holt County, NE",0.0
us-ne-091,"Hooker County, NE",0.0
us-ne-093,"Howard County, NE",0.0
us-ne-095,"Jefferson County, NE",0.0
us-ne-097,"Johnson County, NE",0.0
us-ne-099,"Kearney County, NE",0.0
us-ne-101,"Keith County, NE",0.0
us-ne-103,"Keya Paha County, NE",100.0
us-ne-105,"Kimball County, NE",0.0
us-ne-107,"Knox County, NE",0.0
us-ne-109,"Lancaster County, NE",7.0
us-ne-111,"Lincoln County, NE",0.0
us-ne-113,"Logan County, NE",0.0
us-ne-115,"Loup County, NE",100.0
us-ne-117,"McPherson County, NE",0.0
us-ne-119,"Madison County, NE",11.0
us-ne-121,"Merrick County, NE",0.0
us-ne-123,"Morrill County, NE",100.0
us-ne-125,"Nance County, NE",0.0
us-ne-127,"Nemaha County, NE",0.0
us-ne-129,"Nuckolls County, NE",0.0
us-ne-131,"Otoe County, NE",0.0
us-ne-133,"Pawnee County, NE",100.0
us-ne-135,"Perkins County, NE",0.0
us-ne-137,"Phelps County, NE",0.0
us-ne-139,"Pierce County, NE",0.0
us-ne-141,"Platte County, NE",0.0
us-ne-143,"Polk County, NE",0.0
us-ne-145,"Red Willow County, NE",0.0
us-ne-147,"Richardson County, NE",67.0
us-ne-149,"Rock County, NE",0.0
us-ne-151,"Saline County, NE",25.0
us-ne-153,"Sarpy County, NE",9.0
us-ne-155,"Saunders County, NE",0.0
us-ne-157,"Scotts Bluff County, NE",9.0
us-ne-159,"Seward County, NE",0.0
us-ne-161,"Sheridan County, NE",50.0
us-ne-163,"Sherman County, NE",0.0
us-ne-165,"Sioux County, NE",0.0
us-ne-167,"Stanton County, NE",0.0
us-ne-169,"Thayer County, NE",0.0
us-ne-171,"Thomas County, NE",0.0
us-ne-173,"Thurston County, NE",100.0
us-ne-175,"Valley County, NE",0.0
us-ne-177,"Washington County, NE",20.0
us-ne-179,"Wayne County, NE",0.0
us-ne-181,"Webster County, NE",0.0
us-ne-183,"Wheeler County, NE",0.0
us-ne-185,"York County, NE",25.0
us-nv-001,"Churchill County, NV",14.0
us-nv-003,"Clark County, NV",7.0
us-nv-005,"Douglas County, NV",6.0
us-nv-007,"Elko County, NV",7.0
us-nv-009,"Esmeralda County, NV",100.0
us-nv-011,"Eureka County, NV",0.0
us-nv-013,"Humboldt County, NV",0.0
us-nv-015,"Lander County, NV",0.0
us-nv-017,"Lincoln County, NV",50.0
us-nv-019,"Lyon County, NV",10.0
us-nv-021,"Mineral County, NV",50.0
us-nv-023,"Nye County, NV",60.0
us-nv-027,"Pershing County, NV",0.0
us-nv-029,"Storey County, NV",0.0
us-nv-031,"Washoe County, NV",9.0
us-nv-033,"White Pine County, NV",0.0
us-nv-510,"Carson City, NV",
us-nh-001,"Belknap County, NH",13.0
us-nh-003,"Carroll County, NH",9.0
us-nh-005,"Cheshire County, NH",12.0
us-nh-007,"Coos County, NH",27.0
us-nh-009,"Grafton County, NH",16.0
us-nh-011,"Hillsborough County, NH",12.0
us-nh-013,"Merrimack County, NH",8.0
us-nh-015,"Rockingham County, NH",12.0
us-nh-017,"Strafford County, NH",28.0
us-nh-019,"Sullivan County, NH",50.0
us-nj-001,"Atlantic County, NJ",20.0
us-nj-003,"Bergen County, NJ",0.0
us-nj-005,"Burlington County, NJ",9.0
us-nj-007,"Camden County, NJ",6.0
us-nj-009,"Cape May County, NJ",12.0
us-nj-011,"Cumberland County, NJ",23.0
us-nj-013,"Essex County, NJ",0.0
us-nj-015,"Gloucester County, NJ",13.0
us-nj-017,"Hudson County, NJ",0.0
us-nj-019,"Hunterdon County, NJ",0.0
us-nj-021,"Mercer County, NJ",8.0
us-nj-023,"Middlesex County, NJ",4.0
us-nj-025,"Monmouth County, NJ",2.0
us-nj-027,"Morris County, NJ",0.0
us-nj-029,"Ocean County, NJ",21.0
us-nj-031,"Passaic County, NJ",0.0
us-nj-033,"Salem County, NJ",8.0
us-nj-035,"Somerset County, NJ",0.0
us-nj-037,"Sussex County, NJ",2.0
us-nj-039,"Union County, NJ",2.0
us-nj-041,"Warren County, NJ",22.0
us-nm-001,"Bernalillo County, NM",13.0
us-nm-003,"Catron County, NM",100.0
us-nm-005,"Chaves County, NM",31.0
us-nm-006,"Cibola County, NM",57.0
us-nm-007,"Colfax County, NM",33.0
us-nm-009,"Curry County, NM",33.0
us-nm-011,"De Baca County, NM",0.0
us-nm-013,"Dona Ana County, NM",37.0
us-nm-015,"Eddy County, NM",17.0
us-nm-017,"Grant County, NM",12.0
us-nm-019,"Guadalupe County, NM",100.0
us-nm-021,"Harding County, NM",0.0
us-nm-023,"Hidalgo County, NM",50.0
us-nm-025,"Lea County, NM",17.0
us-nm-027,"Lincoln County, NM",40.0
us-nm-028,"Los Alamos County, NM",0.0
us-nm-029,"Luna County, NM",67.0
us-nm-031,"McKinley County, NM",71.0
us-nm-033,"Mora County, NM",100.0
us-nm-035,"Otero County, NM",12.0
us-nm-037,"Quay County, NM",33.0
us-nm-039,"Rio Arriba County, NM",56.0
us-nm-041,"Roosevelt County, NM",100.0
us-nm-043,"Sandoval County, NM",14.0
us-nm-045,"San Juan County, NM",30.0
us-nm-047,"San Miguel County, NM",71.0
us-nm-049,"Santa Fe County, NM",12.0
us-nm-051,"Sierra County, NM",25.0
us-nm-053,"Socorro County, NM",67.0
us-nm-055,"Taos County, NM",83.0
us-nm-057,"Torrance County, NM",75.0
us-nm-059,"Union County, NM",0.0
us-nm-061,"Valencia County, NM",39.0
us-ny-001,"Albany County, NY",4.0
us-ny-003,"Allegany County, NY",0.0
us-ny-005,"Bronx County, NY",0.0
us-ny-007,"Broome County, NY",5.0
us-ny-009,"Cattaraugus County, NY",5.0
us-ny-011,"Cayuga County, NY",5.0
us-ny-013,"Chautauqua County, NY",23.0
us-ny-015,"Chemung County, NY",14.0
us-ny-017,"Chenango County, NY",8.0
us-ny-019,"Clinton County, NY",21.0
us-ny-021,"Columbia County, NY",14.0
us-ny-023,"Cortland County, NY",0.0
us-ny-025,"Delaware County, NY",14.0
us-ny-027,"Dutchess County, NY",5.0
us-ny-029,"Erie County, NY",11.0
us-ny-031,"Essex County, NY",8.0
us-ny-033,"Franklin County, NY",29.0
us-ny-035,"Fulton County, NY",7.0
us-ny-037,"Genesee County, NY",0.0
us-ny-039,"Greene County, NY",0.0
us-ny-041,"Hamilton County, NY",0.0
us-ny-043,"Herkimer County, NY",26.0
us-ny-045,"Jefferson County, NY",15.0
us-ny-047,"Kings County, NY",0.0
us-ny-049,"Lewis County, NY",57.0
us-ny-051,"Livingston County, NY",13.0
us-ny-053,"Madison County, NY",0.0
us-ny-055,"Monroe County, NY",6.0
us-ny-057,"Montgomery County, NY",6.0
us-ny-059,"Nassau County, NY",0.0
us-ny-061,"New York County, NY",0.0
us-ny-063,"Niagara County, NY",7.0
us-ny-065,"Oneida County, NY",8.0
us-ny-067,"Onondaga County, NY",2.0
us-ny-069,"Ontario County, NY",8.0
us-ny-071,"Orange County, NY",10.0
us-ny-073,"Orleans County, NY",18.0
us-ny-075,"Oswego County, NY",10.0
us-ny-077,"Otsego County, NY",35.0
us-ny-079,"Putnam County, NY",0.0
us-ny-081,"Queens County, NY",0.0
us-ny-083,"Rensselaer County, NY",7.0
us-ny-085,"Richmond County, NY",0.0
us-ny-087,"Rockland County, NY",6.0
us-ny-089,"St. Lawrence County, NY",39.0
us-ny-091,"Saratoga County, NY",4.0
us-ny-093,"Schenectady County, NY",9.0
us-ny-095,"Schoharie County, NY",25.0
us-ny-097,"Schuyler County, NY",0.0
us-ny-099,"Seneca County, NY",10.0
us-ny-101,"Steuben County, NY",7.0
us-ny-103,"Suffolk County, NY",2.0
us-ny-105,"Sullivan County, NY",8.0
us-ny-107,"Tioga County, NY",0.0
us-ny-109,"Tompkins County, NY",22.0
us-ny-111,"Ulster County, NY",15.0
us-ny-113,"Warren County, NY",0.0
us-ny-115,"Washington County, NY",12.0
us-ny-117,"Wayne County, NY",13.0
us-ny-119,"Westchester County, NY",1.0
us-ny-121,"Wyoming County, NY",0.0
us-ny-123,"Yates County, NY",0.0
us-nc-001,"Alamance County, NC",25.0
us-nc-003,"Alexander County, NC",14.0
us-nc-005,"Alleghany County, NC",0.0
us-nc-007,"Anson County, NC",17.0
us-nc-009,"Ashe County, NC",33.0
us-nc-011,"Avery County, NC",0.0
us-nc-013,"Beaufort County, NC",18.0
us-nc-015,"Bertie County, NC",25.0
us-nc-017,"Bladen County, NC",50.0
us-nc-019,"Brunswick County, NC",6.0
us-nc-021,"Buncombe County, NC",11.0
us-nc-023,"Burke County, NC",33.0
us-nc-025,"Cabarrus County, NC",19.0
us-nc-027,"Caldwell County, NC",41.0
us-nc-029,"Camden County, NC",0.0
us-nc-031,"Carteret County, NC",8.0
us-nc-033,"Caswell County, NC",17.0
us-nc-035,"Catawba County, NC",19.0
us-nc-037,"Chatham County, NC",23.0
us-nc-039,"Cherokee County, NC",29.0
us-nc-041,"Chowan County, NC",33.0
us-nc-043,"Clay County, NC",0.0
us-nc-045,"Cleveland County, NC",27.0
us-nc-047,"Columbus County, NC",8.0
us-nc-049,"Craven County, NC",14.0
us-nc-051,"Cumberland County, NC",28.0
us-nc-053,"Currituck County, NC",0.0
us-nc-055,"Dare County, NC",0.0
us-nc-057,"Davidson County, NC",21.0
us-nc-059,"Davie County, NC",14.0
us-nc-061,"Duplin County, NC",18.0
us-nc-063,"Durham County, NC",18.0
us-nc-065,"Edgecombe County, NC",36.0
us-nc-067,"Forsyth County, NC",23.0
us-nc-069,"Franklin County, NC",17.0
us-nc-071,"Gaston County, NC",22.0
us-nc-073,"Gates County, NC",0.0
us-nc-075,"Graham County, NC",0.0
us-nc-077,"Granville County, NC",15.0
us-nc-079,"Greene County, NC",0.0
us-nc-081,"Guilford County, NC",22.0
us-nc-083,"Halifax County, NC",33.0
us-nc-085,"Harnett County, NC",11.0
us-nc-087,"Haywood County, NC",6.0
us-nc-089,"Henderson County, NC",11.0
us-nc-091,"Hertford County, NC",40.0
us-nc-093,"Hoke County, NC",11.0
us-nc-095,"Hyde County, NC",50.0
us-nc-097,"Iredell County, NC",9.0
us-nc-099,"Jackson County, NC",11.0
us-nc-101,"Johnston County, NC",4.0
us-nc-103,"Jones County, NC",0.0
us-nc-105,"Lee County, NC",15.0
us-nc-107,"Lenoir County, NC",27.0
us-nc-109,"Lincoln County, NC",17.0
us-nc-111,"McDowell County, NC",10.0
us-nc-113,"Macon County, NC",11.0
us-nc-115,"Madison County, NC",17.0
us-nc-117,"Martin County, NC",17.0
us-nc-119,"Mecklenburg County, NC",10.0
us-nc-121,"Mitchell County, NC",0.0
us-nc-123,"Montgomery County, NC",17.0
us-nc-125,"Moore County, NC",11.0
us-nc-127,"Nash County, NC",11.0
us-nc-129,"New Hanover County, NC",13.0
us-nc-131,"Northampton County, NC",40.0
us-nc-133,"Onslow County, NC",25.0
us-nc-135,"Orange County, NC",18.0
us-nc-137,"Pamlico County, NC",25.0
us-nc-139,"Pasquotank County, NC",40.0
us-nc-141,"Pender County, NC",6.0
us-nc-143,"Perquimans County, NC",0.0
us-nc-145,"Person County, NC",43.0
us-nc-147,"Pitt County, NC",25.0
us-nc-149,"Polk County, NC",0.0
us-nc-151,"Randolph County, NC",21.0
us-nc-153,"Richmond County, NC",18.0
us-nc-155,"Robeson County, NC",19.0
us-nc-157,"Rockingham County, NC",29.0
us-nc-159,"Rowan County, NC",30.0
us-nc-161,"Rutherford County, NC",15.0
us-nc-163,"Sampson County, NC",18.0
us-nc-165,"Scotland County, NC",57.0
us-nc-167,"Stanly County, NC",8.0
us-nc-169,"Stokes County, NC",11.0
us-nc-171,"Surry County, NC",5.0
us-nc-173,"Swain County, NC",0.0
us-nc-175,"Transylvania County, NC",14.0
us-nc-177,"Tyrrell County, NC",0.0
us-nc-179,"Union County, NC",10.0
us-nc-181,"Vance County, NC",10.0
us-nc-183,"Wake County, NC",12.0
us-nc-185,"Warren County, NC",17.0
us-nc-187,"Washington County, NC",33.0
us-nc-189,"Watauga County, NC",0.0
us-nc-191,"Wayne County, NC",35.0
us-nc-193,"Wilkes County, NC",14.0
us-nc-195,"Wilson County, NC",5.0
us-nc-197,"Yadkin County, NC",14.0
us-nc-199,"Yancey County, NC",0.0
us-nd-001,"Adams County, ND",0.0
us-nd-003,"Barnes County, ND",0.0
us-nd-005,"Benson County, ND",50.0
us-nd-007,"Billings County, ND",0.0
us-nd-009,"Bottineau County, ND",0.0
us-nd-011,"Bowman County, ND",0.0
us-nd-013,"Burke County, ND",0.0
us-nd-015,"Burleigh County, ND",0.0
us-nd-017,"Cass County, ND",6.0
us-nd-019,"Cavalier County, ND",0.0
us-nd-021,"Dickey County, ND",0.0
us-nd-023,"Divide County, ND",0.0
us-nd-025,"Dunn County, ND",0.0
us-nd-027,"Eddy County, ND",100.0
us-nd-029,"Emmons County, ND",100.0
us-nd-031,"Foster County, ND",0.0
us-nd-033,"Golden Valley County, ND",0.0
us-nd-035,"Grand Forks County, ND",17.0
us-nd-037,"Grant County, ND",0.0
us-nd-039,"Griggs County, ND",0.0
us-nd-041,"Hettinger County, ND",0.0
us-nd-043,"Kidder County, ND",0.0
us-nd-045,"LaMoure County, ND",0.0
