code,name,value
us-tx-317,"Martin County, TX",0.0
us-tx-319,"Mason County, TX",0.0
us-tx-321,"Matagorda County, TX",30.0
us-tx-323,"Maverick County, TX",56.0
us-tx-325,"Medina County, TX",12.0
us-tx-327,"Menard County, TX",0.0
us-tx-329,"Midland County, TX",15.0
us-tx-331,"Milam County, TX",43.0
us-tx-333,"Mills County, TX",0.0
us-tx-335,"Mitchell County, TX",0.0
us-tx-337,"Montague County, TX",17.0
us-tx-339,"Montgomery County, TX",10.0
us-tx-341,"Moore County, TX",0.0
us-tx-343,"Morris County, TX",0.0
us-tx-345,"Motley County, TX",0.0
us-tx-347,"Nacogdoches County, TX",23.0
us-tx-349,"Navarro County, TX",40.0
us-tx-351,"Newton County, TX",50.0
us-tx-353,"Nolan County, TX",0.0
us-tx-355,"Nueces County, TX",19.0
us-tx-357,"Ochiltree County, TX",0.0
us-tx-359,"Oldham County, TX",0.0
us-tx-361,"Orange County, TX",29.0
us-tx-363,"Palo Pinto County, TX",22.0
us-tx-365,"Panola County, TX",0.0
us-tx-367,"Parker County, TX",11.0
us-tx-369,"Parmer County, TX",100.0
us-tx-371,"Pecos County, TX",0.0
us-tx-373,"Polk County, TX",10.0
us-tx-375,"Potter County, TX",21.0
us-tx-377,"Presidio County, TX",50.0
us-tx-379,"Rains County, TX",0.0
us-tx-381,"Randall County, TX",10.0
us-tx-383,"Reagan County, TX",0.0
us-tx-385,"Real County, TX",100.0
us-tx-387,"Red River County, TX",50.0
us-tx-389,"Reeves County, TX",20.0
us-tx-391,"Refugio County, TX",0.0
us-tx-393,"Roberts County, TX",0.0
us-tx-395,"Robertson County, TX",20.0
us-tx-397,"Rockwall County, TX",0.0
us-tx-399,"Runnels County, TX",25.0
us-tx-401,"Rusk County, TX",23.0
us-tx-403,"Sabine County, TX",33.0
us-tx-405,"San Augustine County, TX",0.0
us-tx-407,"San Jacinto County, TX",0.0
us-tx-409,"San Patricio County, TX",31.0
us-tx-411,"San Saba County, TX",50.0
us-tx-413,"Schleicher County, TX",0.0
us-tx-415,"Scurry County, TX",0.0
us-tx-417,"Shackelford County, TX",0.0
us-tx-419,"Shelby County, TX",17.0
us-tx-421,"Sherman County, TX",0.0
us-tx-423,"Smith County, TX",15.0
us-tx-425,"Somervell County, TX",0.0
us-tx-427,"Starr County, TX",53.0
us-tx-429,"Stephens County, TX",33.0
us-tx-431,"Sterling County, TX",100.0
us-tx-433,"Stonewall County, TX",0.0
us-tx-435,"Sutton County, TX",0.0
us-tx-437,"Swisher County, TX",33.0
us-tx-439,"Tarrant County, TX",18.0
us-tx-441,"Taylor County, TX",26.0
us-tx-443,"Terrell County, TX",100.0
us-tx-445,"Terry County, TX",67.0
us-tx-447,"Throckmorton County, TX",100.0
us-tx-449,"Titus County, TX",25.0
us-tx-451,"Tom Green County, TX",32.0
us-tx-453,"Travis County, TX",15.0
us-tx-455,"Trinity County, TX",20.0
us-tx-457,"Tyler County, TX",20.0
us-tx-459,"Upshur County, TX",0.0
us-tx-461,"Upton County, TX",0.0
us-tx-463,"Uvalde County, TX",80.0
us-tx-465,"Val Verde County, TX",50.0
us-tx-467,"Van Zandt County, TX",20.0
us-tx-469,"Victoria County, TX",17.0
us-tx-471,"Walker County, TX",30.0
us-tx-473,"Waller County, TX",17.0
us-tx-475,"Ward County, TX",0.0
us-tx-477,"Washington County, TX",0.0
us-tx-479,"Webb County, TX",26.0
us-tx-481,"Wharton County, TX",9.0
us-tx-483,"Wheeler County, TX",0.0
us-tx-485,"Wichita County, TX",19.0
us-tx-487,"Wilbarger County, TX",50.0
us-tx-489,"Willacy County, TX",50.0
us-tx-491,"Williamson County, TX",17.0
us-tx-493,"Wilson County, TX",0.0
us-tx-495,"Winkler County, TX",0.0
us-tx-497,"Wise County, TX",18.0
us-tx-499,"Wood County, TX",40.0
us-tx-501,"Yoakum County, TX",0.0
us-tx-503,"Young County, TX",75.0
us-tx-505,"Zapata County, TX",100.0
us-tx-507,"Zavala County, TX",75.0
us-ut-001,"Beaver County, UT",0.0
us-ut-003,"Box Elder County, UT",18.0
us-ut-005,"Cache County, UT",8.0
us-ut-007,"Carbon County, UT",20.0
us-ut-009,"Daggett County, UT",0.0
us-ut-011,"Davis County, UT",9.0
us-ut-013,"Duchesne County, UT",0.0
us-ut-015,"Emery County, UT",0.0
us-ut-017,"Garfield County, UT",50.0
us-ut-019,"Grand County, UT",50.0
us-ut-021,"Iron County, UT",50.0
us-ut-023,"Juab County, UT",0.0
us-ut-025,"Kane County, UT",0.0
us-ut-027,"Millard County, UT",0.0
us-ut-029,"Morgan County, UT",0.0
us-ut-031,"Piute County, UT",100.0
us-ut-033,"Rich County, UT",0.0
us-ut-035,"Salt Lake County, UT",8.0
us-ut-037,"San Juan County, UT",50.0
us-ut-039,"Sanpete County, UT",0.0
us-ut-041,"Sevier County, UT",0.0
us-ut-043,"Summit County, UT",8.0
us-ut-045,"Tooele County, UT",18.0
us-ut-047,"Uintah County, UT",17.0
us-ut-049,"Utah County, UT",6.0
us-ut-051,"Wasatch County, UT",0.0
us-ut-053,"Washington County, UT",19.0
us-ut-055,"Wayne County, UT",100.0
us-ut-057,"Weber County, UT",10.0
us-vt-001,"Addison County, VT",0.0
us-vt-003,"Bennington County, VT",0.0
us-vt-005,"Caledonia County, VT",0.0
us-vt-007,"Chittenden County, VT",0.0
us-vt-009,"Essex County, VT",33.0
us-vt-011,"Franklin County, VT",0.0
us-vt-013,"Grand Isle County, VT",0.0
us-vt-015,"Lamoille County, VT",0.0
us-vt-017,"Orange County, VT",0.0
us-vt-019,"Orleans County, VT",20.0
us-vt-021,"Rutland County, VT",15.0
us-vt-023,"Washington County, VT",11.0
us-vt-025,"Windham County, VT",6.0
us-vt-027,"Windsor County, VT",0.0
us-va-001,"Accomack County, VA",9.0
us-va-003,"Albemarle County, VA",5.0
us-va-005,"Alleghany County, VA",0.0
us-va-007,"Amelia County, VA",0.0
us-va-009,"Amherst County, VA",44.0
us-va-011,"Appomattox County, VA",0.0
us-va-013,"Arlington County, VA",0.0
us-va-015,"Augusta County, VA",15.0
us-va-017,"Bath County, VA",100.0
us-va-019,"Bedford County, VA",0.0
us-va-021,"Bland County, VA",50.0
us-va-023,"Botetourt County, VA",25.0
us-va-025,"Brunswick County, VA",40.0
us-va-027,"Buchanan County, VA",0.0
us-va-029,"Buckingham County, VA",50.0
us-va-031,"Campbell County, VA",17.0
us-va-033,"Caroline County, VA",14.0
us-va-035,"Carroll County, VA",14.0
us-va-036,"Charles City County, VA",0.0
us-va-037,"Charlotte County, VA",100.0
us-va-041,"Chesterfield County, VA",15.0
us-va-043,"Clarke County, VA",0.0
us-va-045,"Craig County, VA",0.0
us-va-047,"Culpeper County, VA",38.0
us-va-049,"Cumberland County, VA",100.0
us-va-051,"Dickenson County, VA",0.0
us-va-053,"Dinwiddie County, VA",29.0
us-va-057,"Essex County, VA",67.0
us-va-059,"Fairfax County, VA",1.0
us-va-061,"Fauquier County, VA",0.0
us-va-063,"Floyd County, VA",67.0
us-va-065,"Fluvanna County, VA",0.0
us-va-067,"Franklin County, VA",40.0
us-va-069,"Frederick County, VA",0.0
us-va-071,"Giles County, VA",0.0
us-va-073,"Gloucester County, VA",0.0
us-va-075,"Goochland County, VA",0.0
us-va-077,"Grayson County, VA",40.0
us-va-079,"Greene County, VA",0.0
us-va-081,"Greensville County, VA",0.0
us-va-083,"Halifax County, VA",78.0
us-va-085,"Hanover County, VA",4.0
us-va-087,"Henrico County, VA",12.0
us-va-089,"Henry County, VA",43.0
us-va-091,"Highland County, VA",100.0
us-va-093,"Isle of Wight County, VA",0.0
us-va-095,"James City County, VA",9.0
us-va-097,"King and Queen County, VA",50.0
us-va-099,"King George County, VA",0.0
us-va-101,"King William County, VA",0.0
us-va-103,"Lancaster County, VA",0.0
us-va-105,"Lee County, VA",0.0
us-va-107,"Loudoun County, VA",2.0
us-va-109,"Louisa County, VA",0.0
us-va-111,"Lunenburg County, VA",0.0
us-va-113,"Madison County, VA",0.0
us-va-115,"Mathews County, VA",0.0
us-va-117,"Mecklenburg County, VA",44.0
us-va-119,"Middlesex County, VA",0.0
us-va-121,"Montgomery County, VA",38.0
us-va-125,"Nelson County, VA",33.0
us-va-127,"New Kent County, VA",0.0
us-va-131,"Northampton County, VA",0.0
us-va-133,"Northumberland County, VA",0.0
us-va-135,"Nottoway County, VA",50.0
us-va-137,"Orange County, VA",20.0
us-va-139,"Page County, VA",0.0
us-va-141,"Patrick County, VA",50.0
us-va-143,"Pittsylvania County, VA",38.0
us-va-145,"Powhatan County, VA",0.0
us-va-147,"Prince Edward County, VA",40.0
us-va-149,"Prince George County, VA",29.0
us-va-153,"Prince William County, VA",12.0
us-va-155,"Pulaski County, VA",0.0
us-va-157,"Rappahannock County, VA",100.0
us-va-159,"Richmond County, VA",0.0
us-va-161,"Roanoke County, VA",0.0
us-va-163,"Rockbridge County, VA",75.0
us-va-165,"Rockingham County, VA",16.0
us-va-167,"Russell County, VA",0.0
us-va-169,"Scott County, VA",33.0
us-va-171,"Shenandoah County, VA",11.0
us-va-173,"Smyth County, VA",11.0
us-va-175,"Southampton County, VA",60.0
us-va-177,"Spotsylvania County, VA",17.0
us-va-179,"Stafford County, VA",7.0
us-va-181,"Surry County, VA",0.0
us-va-183,"Sussex County, VA",40.0
us-va-185,"Tazewell County, VA",27.0
us-va-187,"Warren County, VA",38.0
us-va-191,"Washington County, VA",0.0
us-va-193,"Westmoreland County, VA",0.0
us-va-195,"Wise County, VA",18.0
us-va-197,"Wythe County, VA",17.0
us-va-199,"York County, VA",0.0
us-va-510,"Alexandria city, VA",
us-va-520,"Bristol city, VA",
us-va-530,"Buena Vista city, VA",
us-va-540,"Charlottesville city, VA",
us-va-550,"Chesapeake city, VA",
us-va-570,"Colonial Heights city, VA",
us-va-580,"Covington city, VA",
us-va-590,"Danville city, VA",
us-va-595,"Emporia city, VA",
us-va-600,"Fairfax city, VA",
us-va-610,"Falls Church city, VA",
us-va-620,"Franklin city, VA",
us-va-630,"Fredericksburg city, VA",
us-va-640,"Galax city, VA",
us-va-650,"Hampton city, VA",
us-va-660,"Harrisonburg city, VA",
us-va-670,"Hopewell city, VA",
us-va-678,"Lexington city, VA",
us-va-680,"Lynchburg city, VA",
us-va-683,"Manassas city, VA",
us-va-685,"Manassas Park city, VA",
us-va-690,"Martinsville city, VA",
us-va-700,"Newport News city, VA",
us-va-710,"Norfolk city, VA",
us-va-720,"Norton city, VA",
us-va-730,"Petersburg city, VA",
us-va-735,"Poquoson city, VA",
us-va-740,"Portsmouth city, VA",
us-va-750,"Radford city, VA",
us-va-760,"Richmond city, VA",
us-va-770,"Roanoke city, VA",
us-va-775,"Salem city, VA",
us-va-790,"Staunton city, VA",
us-va-800,"Suffolk city, VA",
us-va-810,"Virginia Beach city, VA",
us-va-820,"Waynesboro city, VA",
us-va-830,"Williamsburg city, VA",
us-va-840,"Winchester city, VA",
us-wa-001,"Adams County, WA",40.0
us-wa-003,"Asotin County, WA",0.0
us-wa-005,"Benton County, WA",5.0
us-wa-007,"Chelan County, WA",7.0
us-wa-009,"Clallam County, WA",36.0
us-wa-011,"Clark County, WA",5.0
us-wa-013,"Columbia County, WA",100.0
us-wa-015,"Cowlitz County, WA",21.0
us-wa-017,"Douglas County, WA",38.0
us-wa-019,"Ferry County, WA",67.0
us-wa-021,"Franklin County, WA",15.0
us-wa-023,"Garfield County, WA",0.0
us-wa-025,"Grant County, WA",31.0
us-wa-027,"Grays Harbor County, WA",47.0
us-wa-029,"Island County, WA",9.0
us-wa-031,"Jefferson County, WA",14.0
us-wa-033,"King County, WA",4.0
us-wa-035,"Kitsap County, WA",9.0
us-wa-037,"Kittitas County, WA",25.0
us-wa-039,"Klickitat County, WA",67.0
us-wa-041,"Lewis County, WA",40.0
us-wa-043,"Lincoln County, WA",50.0
us-wa-045,"Mason County, WA",36.0
us-wa-047,"Okanogan County, WA",30.0
us-wa-049,"Pacific County, WA",25.0
us-wa-051,"Pend Oreille County, WA",40.0
us-wa-053,"Pierce County, WA",17.0
us-wa-055,"San Juan County, WA",0.0
us-wa-057,"Skagit County, WA",20.0
us-wa-059,"Skamania County, WA",20.0
us-wa-061,"Snohomish County, WA",7.0
us-wa-063,"Spokane County, WA",14.0
us-wa-065,"Stevens County, WA",42.0
us-wa-067,"Thurston County, WA",4.0
us-wa-069,"Wahkiakum County, WA",100.0
us-wa-071,"Walla Walla County, WA",8.0
us-wa-073,"Whatcom County, WA",9.0
us-wa-075,"Whitman County, WA",30.0
us-wa-077,"Yakima County, WA",16.0
us-wv-001,"Barbour County, WV",25.0
us-wv-003,"Berkeley County, WV",0.0
us-wv-005,"Boone County, WV",12.0
us-wv-007,"Braxton County, WV",33.0
us-wv-009,"Brooke County, WV",0.0
us-wv-011,"Cabell County, WV",7.0
us-wv-013,"Calhoun County, WV",50.0
us-wv-015,"Clay County, WV",67.0
us-wv-017,"Doddridge County, WV",0.0
us-wv-019,"Fayette County, WV",25.0
us-wv-021,"Gilmer County, WV",100.0
us-wv-023,"Grant County, WV",0.0
us-wv-025,"Greenbrier County, WV",29.0
us-wv-027,"Hampshire County, WV",40.0
us-wv-029,"Hancock County, WV",0.0
us-wv-031,"Hardy County, WV",33.0
us-wv-033,"Harrison County, WV",5.0
us-wv-035,"Jackson County, WV",50.0
us-wv-037,"Jefferson County, WV",13.0
us-wv-039,"Kanawha County, WV",19.0
us-wv-041,"Lewis County, WV",20.0
us-wv-043,"Lincoln County, WV",0.0
us-wv-045,"Logan County, WV",11.0
us-wv-047,"McDowell County, WV",0.0
us-wv-049,"Marion County, WV",6.0
us-wv-051,"Marshall County, WV",0.0
us-wv-053,"Mason County, WV",33.0
us-wv-055,"Mercer County, WV",25.0
us-wv-057,"Mineral County, WV",14.0
us-wv-059,"Mingo County, WV",14.0
us-wv-061,"Monongalia County, WV",8.0
us-wv-063,"Monroe County, WV",0.0
us-wv-065,"Morgan County, WV",25.0
us-wv-067,"Nicholas County, WV",0.0
us-wv-069,"Ohio County, WV",6.0
us-wv-071,"Pendleton County, WV",33.0
us-wv-073,"Pleasants County, WV",0.0
us-wv-075,"Pocahontas County, WV",25.0
us-wv-077,"Preston County, WV",0.0
us-wv-079,"Putnam County, WV",0.0
us-wv-081,"Raleigh County, WV",24.0
us-wv-083,"Randolph County, WV",14.0
us-wv-085,"Ritchie County, WV",0.0
us-wv-087,"Roane County, WV",50.0
us-wv-089,"Summers County, WV",25.0
us-wv-091,"Taylor County, WV",0.0
us-wv-093,"Tucker County, WV",0.0
us-wv-095,"Tyler County, WV",0.0
us-wv-097,"Upshur County, WV",17.0
us-wv-099,"Wayne County, WV",0.0
us-wv-101,"Webster County, WV",0.0
us-wv-103,"Wetzel County, WV",60.0
us-wv-105,"Wirt County, WV",0.0
us-wv-107,"Wood County, WV",0.0
us-wv-109,"Wyoming County, WV",0.0
us-wi-001,"Adams County, WI",14.0
us-wi-003,"Ashland County, WI",43.0
us-wi-005,"Barron County, WI",30.0
us-wi-007,"Bayfield County, WI",0.0
us-wi-009,"Brown County, WI",11.0
us-wi-011,"Buffalo County, WI",0.0
us-wi-013,"Burnett County, WI",17.0
us-wi-015,"Calumet County, WI",0.0
us-wi-017,"Chippewa County, WI",9.0
us-wi-019,"Clark County, WI",0.0
us-wi-021,"Columbia County, WI",8.0
us-wi-023,"Crawford County, WI",17.0
us-wi-025,"Dane County, WI",8.0
us-wi-027,"Dodge County, WI",5.0
us-wi-029,"Door County, WI",0.0
us-wi-031,"Douglas County, WI",17.0
us-wi-033,"Dunn County, WI",12.0
us-wi-035,"Eau Claire County, WI",15.0
us-wi-037,"Florence County, WI",0.0
us-wi-039,"Fond du Lac County, WI",10.0
us-wi-041,"Forest County, WI",50.0
us-wi-043,"Grant County, WI",33.0
us-wi-045,"Green County, WI",38.0
us-wi-047,"Green Lake County, WI",17.0
us-wi-049,"Iowa County, WI",17.0
us-wi-051,"Iron County, WI",0.0
us-wi-053,"Jackson County, WI",60.0
us-wi-055,"Jefferson County, WI",10.0
us-wi-057,"Juneau County, WI",29.0
us-wi-059,"Kenosha County, WI",11.0
us-wi-061,"Kewaunee County, WI",0.0
us-wi-063,"La Crosse County, WI",8.0
us-wi-065,"Lafayette County, WI",0.0
us-wi-067,"Langlade County, WI",67.0
us-wi-069,"Lincoln County, WI",0.0
us-wi-071,"Manitowoc County, WI",16.0
us-wi-073,"Marathon County, WI",11.0
us-wi-075,"Marinette County, WI",33.0
us-wi-077,"Marquette County, WI",0.0
us-wi-078,"Menominee County, WI",50.0
us-wi-079,"Milwaukee County, WI",4.0
us-wi-081,"Monroe County, WI",33.0
us-wi-083,"Oconto County, WI",10.0
us-wi-085,"Oneida County, WI",7.0
us-wi-087,"Outagamie County, WI",2.0
us-wi-089,"Ozaukee County, WI",6.0
us-wi-091,"Pepin County, WI",0.0
us-wi-093,"Pierce County, WI",12.0
us-wi-095,"Polk County, WI",0.0
us-wi-097,"Portage County, WI",0.0
us-wi-099,"Price County, WI",17.0
us-wi-101,"Racine County, WI",18.0
us-wi-103,"Richland County, WI",40.0
us-wi-105,"Rock County, WI",21.0
us-wi-107,"Rusk County, WI",100.0
us-wi-109,"St. Croix County, WI",7.0
us-wi-111,"Sauk County, WI",8.0
us-wi-113,"Sawyer County, WI",33.0
us-wi-115,"Shawano County, WI",27.0
us-wi-117,"Sheboygan County, WI",0.0
us-wi-119,"Taylor County, WI",17.0
us-wi-121,"Trempealeau County, WI",0.0
us-wi-123,"Vernon County, WI",29.0
us-wi-125,"Vilas County, WI",0.0
us-wi-127,"Walworth County, WI",9.0
us-wi-129,"Washburn County, WI",40.0
us-wi-131,"Washington County, WI",0.0
us-wi-133,"Waukesha County, WI",3.0
us-wi-135,"Waupaca County, WI",8.0
us-wi-137,"Waushara County, WI",14.0
us-wi-139,"Winnebago County, WI",10.0
us-wi-141,"Wood County, WI",12.0
us-wy-001,"Albany County, WY",30.0
us-wy-003,"Big Horn County, WY",0.0
us-wy-005,"Campbell County, WY",0.0
us-wy-007,"Carbon County, WY",40.0
us-wy-009,"Converse County, WY",0.0
us-wy-011,"Crook County, WY",0.0
us-wy-013,"Fremont County, WY",10.0
us-wy-015,"Goshen County, WY",50.0
us-wy-017,"Hot Springs County, WY",0.0
us-wy-019,"Johnson County, WY",0.0
us-wy-021,"Laramie County, WY",29.0
us-wy-023,"Lincoln County, WY",0.0
us-wy-025,"Natrona County, WY",6.0
us-wy-027,"Niobrara County, WY",0.0
us-wy-029,"Park County, WY",20.0
us-wy-031,"Platte County, WY",50.0
us-wy-033,"Sheridan County, WY",0.0
us-wy-035,"Sublette County, WY",0.0
us-wy-037,"Sweetwater County, WY",0.0
us-wy-039,"Teton County, WY",0.0
us-wy-041,"Uinta County, WY",0.0
us-wy-043,"Washakie County, WY",0.0
us-wy-045,"Weston County, WY",0.0
us-pr-001,"Adjuntas Municipio, PR",
us-pr-003,"Aguada Municipio, PR",
us-pr-005,"Aguadilla Municipio, PR",
us-pr-007,"Aguas Buenas Municipio, PR",
us-pr-009,"Aibonito Municipio, PR",
us-pr-011,"Anasco Municipio, PR",
us-pr-013,"Arecibo Municipio, PR",
us-pr-015,"Arroyo Municipio, PR",
us-pr-017,"Barceloneta Municipio, PR",
us-pr-019,"Barranquitas Municipio, PR",
us-pr-021,"Bayamon Municipio, PR",
us-pr-023,"Cabo Rojo Municipio, PR",
us-pr-025,"Caguas Municipio, PR",
us-pr-027,"Camuy Municipio, PR",
us-pr-029,"Canovanas Municipio, PR",
us-pr-031,"Carolina Municipio, PR",
us-pr-033,"Catano Municipio, PR",
us-pr-035,"Cayey Municipio, PR",
us-pr-037,"Ceiba Municipio, PR",
us-pr-039,"Ciales Municipio, PR",
us-pr-041,"Cidra Municipio, PR",
us-pr-043,"Coamo Municipio, PR",
us-pr-045,"Comerio Municipio, PR",
us-pr-047,"Corozal Municipio, PR",
us-pr-049,"Culebra Municipio, PR",
us-pr-051,"Dorado Municipio, PR",
us-pr-053,"Fajardo Municipio, PR",
us-pr-054,"Florida Municipio, PR",
us-pr-055,"Guanica Municipio, PR",
us-pr-057,"Guayama Municipio, PR",
us-pr-059,"Guayanilla Municipio, PR",
us-pr-061,"Guaynabo Municipio, PR",
us-pr-063,"Gurabo Municipio, PR",
us-pr-065,"Hatillo Municipio, PR",
us-pr-067,"Hormigueros Municipio, PR",
us-pr-069,"Humacao Municipio, PR",
us-pr-071,"Isabela Municipio, PR",
us-pr-073,"Jayuya Municipio, PR",
us-pr-075,"Juana Diaz Municipio, PR",
us-pr-077,"Juncos Municipio, PR",
us-pr-079,"Lajas Municipio, PR",
us-pr-081,"Lares Municipio, PR",
us-pr-083,"Las Marias Municipio, PR",
us-pr-085,"Las Piedras Municipio, PR",
us-pr-087,"Loiza Municipio, PR",
us-pr-089,"Luquillo Municipio, PR",
us-pr-091,"Manati Municipio, PR",
us-pr-093,"Maricao Municipio, PR",
us-pr-095,"Maunabo Municipio, PR",
us-pr-097,"Mayaguez Municipio, PR",
us-pr-099,"Moca Municipio, PR",
us-pr-101,"Morovis Municipio, PR",
us-pr-103,"Naguabo Municipio, PR",
us-pr-105,"Naranjito Municipio, PR",
us-pr-107,"Orocovis Municipio, PR",
us-pr-109,"Patillas Municipio, PR",
us-pr-111,"Penuelas Municipio, PR",
us-pr-113,"Ponce Municipio, PR",
us-pr-115,"Quebradillas Municipio, PR",
us-pr-117,"Rincon Municipio, PR",
us-pr-119,"Rio Grande Municipio, PR",
us-pr-121,"Sabana Grande Municipio, PR",
us-pr-123,"Salinas Municipio, PR",
us-pr-125,"San German Municipio, PR",
us-pr-127,"San Juan Municipio, PR",
us-pr-129,"San Lorenzo Municipio, PR",
us-pr-131,"San Sebastian Municipio, PR",
us-pr-133,"Santa Isabel Municipio, PR",
us-pr-135,"Toa Alta Municipio, PR",
us-pr-137,"Toa Baja Municipio, PR",
us-pr-139,"Trujillo Alto Municipio, PR",
us-pr-141,"Utuado Municipio, PR",
us-pr-143,"Vega Alta Municipio, PR",
us-pr-145,"Vega Baja Municipio, PR",
us-pr-147,"Vieques Municipio, PR",
us-pr-149,"Villalba Municipio, PR",
us-pr-151,"Yabucoa Municipio, PR",
us-pr-153,"Yauco Municipio, PR",
